20140702;14.64;17.57;14.64;17.57;192984;3381739.25
20140703;19.33;19.33;19.33;19.33;65118;1258731.00
20140704;21.26;21.26;21.26;21.26;78168;1661851.63
20140707;23.39;23.39;23.39;23.39;147400;3447686.00
20140708;25.73;25.73;25.73;25.73;471612;12134577.00
20140709;28.30;28.30;28.30;28.30;748908;21194096.00
20140710;31.13;31.13;31.13;31.13;1009022;31410854.00
20140711;34.24;34.24;34.24;34.24;924819;31665802.00
20140714;37.66;37.66;37.66;37.66;1099496;41407020.00
20140715;41.43;41.43;37.70;38.18;46194815;1837941504.00
20140716;36.16;36.79;34.37;34.74;25008637;885021120.00
20140717;35.11;35.60;33.53;34.16;14858866;512564384.00
20140718;33.85;34.27;32.48;32.48;12538755;417887584.00
20140721;32.09;32.31;31.32;32.02;9315468;296476032.00
20140722;31.76;32.35;31.75;32.12;7806442;250411056.00
20140723;32.12;32.96;31.42;32.16;11241757;361950272.00
20140724;32.00;34.18;31.80;33.58;17771474;590293120.00
20140725;33.09;33.14;31.41;32.06;11544449;372329408.00
20140728;32.00;32.82;31.96;32.41;7693207;249423952.00
20140729;32.32;33.27;32.30;32.95;8586429;282106240.00
20140730;32.94;34.33;32.70;33.93;12366394;414513696.00
20140731;33.60;33.70;33.09;33.30;7312847;243591840.00
20140801;33.02;33.59;32.30;32.30;7328467;241639184.00
20140804;32.35;32.74;32.18;32.49;4157504;135039712.00
20140805;32.40;32.75;32.19;32.55;3974677;129118640.00
20140806;32.40;32.45;31.88;31.96;5246397;168262880.00
20140807;31.88;32.05;31.62;31.74;3668798;116893888.00
20140808;31.69;32.10;31.63;31.90;2425705;77344768.00
20140811;31.98;32.48;31.81;32.41;4092006;131997288.00
20140812;32.35;32.46;31.98;32.20;3653354;117567672.00
20140813;32.18;32.18;31.62;31.72;4090203;129975320.00
20140814;31.65;32.16;31.61;31.96;3596637;114790824.00
20140815;31.86;32.30;31.73;32.08;2894479;92570784.00
20140818;32.15;32.47;32.08;32.42;4350534;140601040.00
20140819;32.50;32.64;32.12;32.31;4060126;131449128.00
20140820;32.30;33.88;32.08;33.52;11666674;386527392.00
20140821;33.24;33.86;32.82;33.30;6547836;218122960.00
20140822;33.20;34.98;32.91;34.64;13693175;467246496.00
20140825;35.99;38.10;35.61;38.10;19784046;729558592.00
20140826;38.00;38.96;37.00;38.11;18471468;703545536.00
20140827;39.90;41.92;39.90;41.92;14923371;614643456.00
20140828;41.80;42.38;38.98;39.21;16021432;657275456.00
20140829;40.81;42.98;40.25;40.99;17473645;724817600.00
20140901;41.02;41.79;40.00;41.21;10768196;439944800.00
20140902;41.29;45.20;41.28;43.70;15215180;660937280.00
20140903;43.70;45.08;42.99;44.99;10738376;471769472.00
20140904;44.54;45.87;44.01;44.28;10506296;469307264.00
20140905;44.75;47.00;44.32;45.93;11638995;529911296.00
20140909;45.38;48.69;44.88;47.14;9502948;444425120.00
20140910;47.00;51.85;46.64;51.26;12121218;607373120.00
20140911;51.26;52.62;49.50;51.31;9659564;489804416.00
20140912;50.88;51.78;50.20;50.51;6116714;310919680.00
20140915;50.20;50.35;47.50;48.13;10158341;491594688.00
20140916;48.24;50.50;47.44;48.25;10519199;515327072.00
20140917;47.63;47.99;45.20;46.48;7887906;367178976.00
20140918;46.20;48.19;45.68;47.66;6220595;291502688.00
20140919;47.06;48.46;46.30;47.30;5334243;254250224.00
20140922;46.60;47.15;45.40;45.45;5593885;259361200.00
20140923;45.59;48.10;45.53;47.45;7910298;373579136.00
20140924;46.90;47.60;46.60;47.35;5317082;250247088.00
20140925;47.32;47.99;46.36;46.65;4750061;222821104.00
20140926;47.00;47.00;44.48;44.93;6244342;282379360.00
20140929;44.93;45.80;44.52;45.38;4361472;197048784.00
20140930;45.29;45.75;44.88;45.42;2770112;125470808.00
20141008;45.56;46.69;44.92;46.53;4571265;209576048.00
20141009;46.45;50.35;45.90;49.59;9665255;464977664.00
20141010;48.83;50.15;48.50;48.76;5771905;283977376.00
20141013;48.40;51.55;48.20;50.76;6318282;318247040.00
20141014;50.80;51.10;48.41;48.57;6165454;306460480.00
20141015;48.00;48.96;47.00;48.10;4870815;233617296.00
20141016;48.00;49.57;47.70;47.80;4324142;210791760.00
20141017;47.48;47.65;45.02;46.70;5846003;271294368.00
20141020;46.47;47.55;46.01;46.93;2894913;135864448.00
20141021;46.78;48.47;46.22;48.29;5416541;258205936.00
20141022;48.02;48.69;46.40;46.55;4308811;204984416.00
20141023;45.95;47.47;45.50;46.63;3733999;173010768.00
20141024;46.48;46.98;45.30;45.48;3464776;159760592.00
20141027;45.20;45.20;42.84;44.67;4071646;179063888.00
20141028;44.02;46.12;44.02;45.99;3098433;140795616.00
20141029;47.30;48.80;46.24;46.60;6708126;316736672.00
20141030;46.61;46.86;46.00;46.36;3072237;142650528.00
20141031;46.68;48.65;46.12;47.50;6324931;300839712.00
20141103;47.60;48.64;47.24;47.73;4192056;200377376.00
20141104;47.89;47.99;45.76;45.80;4826193;224929232.00
20141105;45.56;46.07;45.03;45.62;2606160;118975312.00
20141106;45.30;46.75;45.30;46.29;3500245;161457456.00
20141107;46.36;46.98;45.79;46.40;4484403;208164384.00
20141110;46.18;46.60;45.58;45.99;3185574;146478864.00
20141111;45.72;49.49;45.72;48.15;12553546;602665216.00
20141112;48.10;52.97;47.01;52.97;19717642;1012750144.00
20141113;51.00;52.26;49.26;49.95;12286581;622995456.00
20141114;49.11;49.90;45.08;46.28;8227153;389488768.00
20141117;45.80;47.46;45.50;46.38;4177444;194880096.00
20141118;46.30;46.76;45.58;46.33;3734443;172315872.00
20141119;46.30;47.21;45.90;47.18;3843457;179425792.00
20141120;46.89;47.77;46.71;47.61;3955843;187297280.00
20141121;47.68;48.96;47.16;48.04;4466192;215250640.00
20141124;48.28;48.69;47.33;47.60;4951477;236762624.00
20141125;47.55;47.94;46.08;46.88;4883529;228315344.00
20141126;46.70;47.39;46.36;46.84;4075118;190559312.00
20141127;47.11;48.38;47.11;47.72;5148905;246361936.00
20141128;47.70;47.70;46.58;46.65;5652625;265339888.00
20141201;46.59;46.59;45.30;45.90;4738317;216835312.00
20141202;46.06;47.60;46.06;47.25;4913278;231239312.00
20141203;47.43;48.38;46.51;48.20;6129560;292145184.00
20141204;48.30;48.74;47.70;47.90;4542935;218095232.00
20141205;47.60;47.60;45.45;45.89;7265107;334881344.00
20141208;45.56;45.65;44.70;44.94;4243441;191359968.00
20141209;44.50;45.49;43.78;43.85;4162835;185795216.00
20141210;44.10;45.32;43.72;45.07;2641500;118097880.00
20141211;45.11;47.10;45.11;46.39;4345560;202121616.00
20141212;46.43;46.58;45.25;45.95;2731924;124945920.00
20141215;45.67;48.50;45.52;48.18;7000393;332931232.00
20141216;48.04;49.28;47.30;47.64;4934348;237606464.00
20141217;47.60;47.62;45.70;46.35;3344584;155218944.00
20141218;46.02;47.20;45.98;46.39;2283498;106378264.00
20141219;46.00;46.10;44.70;44.88;3628106;163214032.00
20141222;44.59;44.60;40.51;41.39;4039919;172779536.00
20141223;41.80;42.95;41.02;41.49;2123784;89631896.00
20141224;42.00;42.82;41.95;42.80;1930856;82023376.00
20141225;43.21;43.60;42.00;42.70;2295512;98018264.00
20141226;42.43;42.50;41.55;42.00;2395413;100395168.00
20141229;41.69;41.69;40.12;40.54;2964618;120331056.00
20141230;40.55;41.54;40.15;40.31;1880107;76441632.00
20141231;40.61;41.53;40.46;41.11;2265924;93058448.00
20150105;40.90;41.45;39.70;40.20;2489512;100215096.00
20150106;40.18;42.09;39.85;41.88;3573124;146381664.00
20150107;41.70;41.90;40.85;40.99;1988643;81709536.00
20150108;40.83;41.51;40.58;40.69;2093235;85919904.00
20150109;40.50;41.20;40.35;40.72;1734834;70775376.00
20150112;40.40;40.43;39.18;39.58;2161868;86041504.00
20150113;39.56;40.18;39.51;39.92;1691377;67430848.00
20150114;40.06;40.37;39.46;39.50;1647562;65629996.00
20150115;38.11;40.26;38.11;39.97;2338174;92376472.00
20150116;39.97;43.97;39.50;43.97;7923124;338751584.00
20150119;45.20;47.30;44.18;45.50;9686671;443295424.00
20150120;45.40;47.30;45.10;47.10;7567754;352420864.00
20150121;47.20;48.17;46.23;46.56;5863196;275169152.00
20150122;46.58;47.49;46.30;46.80;4054602;189618736.00
20150123;46.70;46.79;44.87;44.98;4321576;196599632.00
20150126;45.32;45.96;44.88;45.51;2369440;107849728.00
20150127;45.52;46.77;45.49;46.00;3429228;158181936.00
20150128;45.80;50.58;45.02;49.03;9723338;467627136.00
20150129;48.20;48.92;47.52;47.52;3519259;169371520.00
20150130;47.45;48.85;47.20;47.65;2728342;130796336.00
20150202;46.50;48.80;45.55;47.94;2727208;129837880.00
20150203;47.95;48.53;47.21;48.32;2785257;134031824.00
20150204;48.00;49.76;47.85;47.90;2569713;125445464.00
20150205;48.00;48.39;46.50;46.50;2265836;107468592.00
20150206;46.50;46.88;45.33;46.81;2182586;100496632.00
20150209;46.70;47.40;45.75;46.00;1359661;63323828.00
20150210;45.99;50.60;45.80;49.98;9603873;479200960.00
20150211;49.40;54.98;48.01;53.65;13016272;676468224.00
20150212;52.08;57.77;52.08;54.50;9961417;549440384.00
20150213;52.80;56.90;52.71;53.80;9562393;517156288.00
20150216;53.50;56.40;53.25;54.55;6644005;364773184.00
20150217;53.80;53.97;52.24;53.82;5254982;278463232.00
20150225;53.66;53.66;52.50;52.69;2891655;153312768.00
20150226;52.70;53.77;52.00;52.88;2975556;157403424.00
20150227;52.90;53.47;52.12;53.20;2710290;143433408.00
20150302;52.83;55.79;52.21;55.00;5969382;323246272.00
20150303;54.98;54.98;52.70;52.78;4381244;234588304.00
20150304;52.80;53.37;52.26;52.99;2330304;123190376.00
20150305;53.06;57.13;53.05;54.80;7149907;396442304.00
20150306;54.69;55.50;52.37;52.47;3860480;206498256.00
20150309;52.08;52.79;50.22;52.60;4456959;228580432.00
20150310;52.08;53.09;51.75;51.88;3008943;157632128.00
20150311;51.97;51.98;50.72;51.00;2717084;138741936.00
20150312;51.01;51.51;49.89;51.50;3200681;161513696.00
20150313;51.58;52.49;50.92;51.59;2548538;132213000.00
20150316;52.01;54.46;52.01;54.00;5022815;269933408.00
20150317;54.50;54.98;53.18;53.66;3762111;202779392.00
20150318;53.63;54.60;53.20;54.55;4062448;219274256.00
20150319;54.55;56.14;54.40;55.35;4133420;228396304.00
20150320;55.36;56.20;54.15;54.85;3928585;216199632.00
20150323;54.00;59.49;53.40;58.75;9687765;538473088.00
20150324;58.00;58.37;55.48;57.23;6366016;364321856.00
20150325;57.08;58.60;55.81;57.40;4854971;278090400.00
20150326;57.50;59.80;56.11;56.75;5962982;347017664.00
20150327;56.65;59.10;56.65;58.53;5409300;315129888.00
20150330;58.20;58.28;56.52;57.20;4723435;270145696.00
20150331;57.00;57.79;56.56;57.00;3436800;196280448.00
20150401;57.15;57.79;56.55;57.50;2915310;166990112.00
20150402;59.00;63.17;58.50;62.37;8235277;497757184.00
20150403;61.42;66.80;60.75;65.44;6961009;449748864.00
20150407;65.81;69.55;63.69;67.58;5838633;391395904.00
20150408;67.22;68.00;64.60;65.80;4127983;272315904.00
20150409;65.00;71.50;64.69;71.13;8394960;567262464.00
20150410;72.99;78.24;70.00;78.24;10593492;809066880.00
20150817;70.42;70.42;70.42;70.42;584100;41132320.00
20150818;63.38;68.00;63.38;63.38;12680402;816823744.00
20150819;59.84;62.20;57.04;60.99;11369032;670145792.00
20150820;59.30;60.88;55.00;55.00;5359290;311939456.00
20150821;56.20;57.93;53.00;53.54;5756110;317113376.00
20150824;50.11;52.00;48.19;48.19;5409056;264436288.00
20150825;44.60;50.18;43.37;43.37;7815057;362424832.00
20150826;43.80;47.11;42.30;45.06;7528880;337269568.00
20150827;46.48;48.30;45.06;47.80;5005950;235714064.00
20150828;48.85;50.50;47.70;49.99;5214781;255861424.00
20150831;48.90;49.45;44.99;44.99;3849277;181553920.00
20150901;44.00;44.03;41.00;41.18;4202739;176621024.00
20150902;38.88;43.84;37.37;42.47;7103680;292189024.00
20150907;42.83;45.30;42.80;43.79;2852613;126238520.00
20150908;44.00;46.85;43.33;46.80;3161473;143165456.00
20150909;46.80;48.80;46.28;47.80;4271030;204383616.00
20150910;46.70;47.49;45.52;46.17;2397957;111669856.00
20150911;46.15;46.88;44.20;45.15;2489967;113095184.00
20150914;45.50;46.05;42.01;42.63;3024412;133818600.00
20150915;41.50;43.58;41.30;41.85;2112378;89525000.00
20150916;42.15;46.04;41.00;45.61;2972051;130187008.00
20150917;45.00;46.10;43.88;43.88;3390724;152461616.00
20150918;43.80;44.55;41.69;44.40;3359120;145297504.00
20150921;43.50;47.18;42.68;46.82;4795846;220420064.00
20150922;46.85;47.45;46.06;46.60;3135584;146736560.00
20150923;45.80;47.28;45.01;46.60;1602590;73991736.00
20150924;46.60;48.69;46.40;46.98;1496191;71062992.00
20150925;46.53;46.99;43.89;44.95;1841030;83347216.00
20150928;44.07;49.20;44.05;48.50;1919542;89564688.00
20150929;47.28;48.40;46.51;47.20;2471343;116882808.00
20150930;46.60;47.39;46.01;46.30;1181388;55097940.00
20151008;48.58;49.62;47.90;48.65;3062442;149084624.00
20151009;49.00;50.88;48.32;49.40;1920203;95981112.00
20151012;50.00;52.79;49.51;50.66;3464831;177300448.00
20151013;50.27;50.87;49.52;49.98;1691878;84755272.00
20151014;50.00;50.27;48.30;48.40;2247464;110590464.00
20151015;48.05;50.70;48.05;50.48;3101895;155084224.00
20151016;52.00;55.53;52.00;53.82;12784095;700344064.00
20151019;52.98;53.68;50.40;50.80;8836665;455566048.00
20151020;50.70;51.31;49.60;51.10;5034743;254034624.00
20151021;51.27;52.55;46.52;47.35;8061233;405566848.00
20151022;47.61;50.69;46.60;49.85;6519161;317588352.00
20151023;51.10;54.00;51.10;52.49;9189746;483919744.00
20151026;53.00;53.33;51.00;52.52;5437046;283325952.00
20151027;51.78;52.18;49.60;51.63;4454307;227242496.00
20151028;51.45;54.00;50.72;50.93;5538628;290829024.00
20151029;51.09;52.50;50.55;51.68;3425636;177111472.00
20151030;51.60;52.32;50.99;51.02;3368638;173401456.00
20151102;50.20;52.68;49.09;51.18;4263852;219602112.00
20151103;51.15;54.14;50.88;52.81;5366802;283956672.00
20151104;52.98;55.20;52.98;55.19;5361584;290362144.00
20151105;55.40;56.48;54.05;55.17;3888440;214109744.00
20151106;55.15;56.49;55.04;56.09;3899554;217546816.00
20151109;55.99;61.13;55.83;59.50;5371231;311530976.00
20151110;58.72;62.50;58.50;59.10;4767266;290987552.00
20151111;59.11;62.50;58.10;61.40;5003811;304078912.00
20151112;62.02;65.30;59.77;64.75;4965807;309220256.00
20151113;63.50;64.53;60.01;61.12;4465356;278156000.00
20151116;58.68;61.11;58.68;60.28;3036653;182261664.00
20151117;62.36;64.97;60.00;60.60;4975069;309857856.00
20151118;60.10;65.58;60.10;63.02;10245165;650768320.00
20151119;62.82;63.49;61.06;63.00;5734051;358699264.00
20151120;63.00;65.35;63.00;63.64;3732529;239412160.00
20151123;63.03;63.40;61.38;61.87;5273630;327440576.00
20151124;62.00;65.88;61.70;65.80;6256155;400548288.00
20151125;65.08;69.68;65.08;67.80;4355003;295445664.00
20151126;67.50;69.88;67.01;68.00;3841724;262290720.00
20151127;67.90;71.49;64.09;65.10;5513213;376036992.00
20151130;65.10;65.78;59.00;64.00;8727125;542529088.00
20151201;62.89;63.79;60.03;61.02;4958061;305773184.00
20151202;60.62;61.80;57.50;60.41;4286778;256200192.00
20151203;60.50;61.85;59.90;61.55;3204708;194914880.00
20151204;60.90;61.88;59.74;60.89;3458816;210098512.00
20151207;60.90;61.15;59.58;61.15;3097848;187124576.00
20151208;60.70;60.74;58.35;58.51;3111200;184905504.00
20151209;58.78;59.46;56.00;57.00;3233094;185849760.00
20151210;56.99;57.50;56.40;57.48;2012981;114713888.00
20151211;57.19;58.05;56.90;57.60;1774442;102161104.00
20151214;56.60;58.58;56.60;58.20;2034006;116982232.00
20151215;58.40;59.46;57.65;58.08;2112615;123576728.00
20151216;58.16;60.69;58.16;59.84;3184940;189885696.00
20151217;60.30;61.20;59.90;61.20;4393666;265804400.00
20151218;62.00;64.45;61.90;62.96;5119508;323657824.00
20151221;62.90;63.28;61.41;62.98;3743849;233654592.00
20151222;62.98;65.11;62.20;64.58;3981327;253776048.00
20151223;64.90;65.39;62.50;62.98;3229598;207335840.00
20151230;63.80;65.99;60.36;60.80;6907843;435021120.00
20151231;60.60;60.60;54.72;57.83;5847199;341885600.00
20160104;58.18;58.50;52.99;53.03;3313727;186138816.00
20160105;52.01;55.80;52.00;54.45;5099198;275631488.00
20160106;55.09;58.20;55.00;57.72;4168483;235566032.00
20160107;56.70;56.71;51.96;52.12;1234807;66225260.00
20160108;54.09;56.50;52.20;54.92;4139090;225853056.00
20160111;54.50;57.26;53.01;53.30;4281069;235576816.00
20160112;53.00;54.89;51.52;51.80;3848927;203908576.00
20160113;52.20;52.80;48.50;48.50;4029001;202562048.00
20160114;44.83;48.43;44.83;48.34;5313447;248088064.00
20160115;47.50;47.50;44.31;44.76;3288308;152059504.00
20160118;43.80;46.66;43.00;45.81;3907264;176868688.00
20160119;45.58;48.48;45.27;47.89;3977795;185692736.00
20160120;47.50;47.85;46.00;46.25;2868201;134223024.00
20160121;45.81;46.86;42.65;42.65;2903437;131553384.00
20160122;43.00;44.05;41.41;43.15;4726496;202824080.00
20160125;43.20;43.90;42.28;42.82;2579694;111275488.00
20160126;43.50;45.80;40.00;41.00;6118479;265522272.00
20160127;41.80;41.89;38.30;40.30;4439299;176292160.00
20160128;39.50;40.00;37.88;37.95;5450675;211257168.00
20160129;37.94;40.20;37.50;40.01;4236262;165784576.00
20160201;40.50;40.50;39.19;39.77;2350756;93602472.00
20160202;39.80;41.70;39.72;41.45;2342962;96469040.00
20160203;40.62;42.20;40.21;41.78;1972478;80837192.00
20160204;41.70;43.20;41.60;42.36;3620249;153632960.00
20160205;42.36;43.58;41.81;42.02;2190414;93583296.00
20160215;40.40;41.45;40.20;41.21;2842906;115922312.00
20160216;44.40;45.33;43.48;45.33;9950061;441833408.00
20160217;44.95;45.98;44.30;45.76;7595535;341846016.00
20160218;45.76;46.00;44.50;44.60;6357399;286932320.00
20160219;44.50;45.10;44.33;44.79;3730644;166729808.00
20160222;45.25;45.48;44.51;45.14;5926760;266401120.00
20160223;45.30;45.30;43.60;44.28;4502185;200135744.00
20160224;44.01;44.54;42.65;43.33;4328079;187871840.00
20160225;43.15;43.21;39.00;39.00;7243239;295843872.00
20160226;39.11;39.54;38.01;39.22;4654838;181639328.00
20160229;39.00;39.18;35.31;35.75;5111882;187372656.00
20160301;35.75;35.85;32.70;35.27;8522177;295110240.00
20160302;35.00;37.18;34.79;37.04;5630198;202439312.00
20160303;37.48;39.52;37.22;37.80;7207220;277451552.00
20160304;37.74;38.47;35.55;36.12;5092326;188890208.00
20160307;36.50;37.79;36.50;36.99;3839560;142657504.00
20160308;37.00;37.19;35.00;37.08;3827542;138465360.00
20160309;36.40;38.29;36.08;37.91;5762312;217124288.00
20160310;37.90;38.25;37.21;37.43;4272230;161349616.00
20160311;36.90;37.63;36.51;37.10;2659036;98405480.00
20160314;37.81;39.30;37.81;38.57;4985881;192972112.00
20160315;38.51;39.23;38.23;38.57;3193592;123534464.00
20160316;39.00;39.17;37.45;37.75;3150104;120127424.00
20160317;37.99;39.57;37.97;39.20;5131746;199824336.00
20160318;39.40;41.28;39.30;40.98;6450228;260559680.00
20160321;41.70;42.79;41.60;42.47;6042369;255208240.00
20160322;42.00;43.89;41.77;43.15;5503283;235133728.00
20160323;42.89;46.99;42.78;46.57;9476126;421459424.00
20160324;45.88;48.80;45.60;46.80;9690175;456694144.00
20160325;46.50;46.50;43.00;44.61;9666149;433465792.00
20160328;44.44;46.50;44.22;45.00;6702417;302766656.00
20160329;44.70;44.70;42.00;43.48;4915273;212788192.00
20160330;43.90;47.13;43.89;46.78;8105341;368901888.00
20160331;46.80;49.15;46.79;47.98;10206652;490637856.00
20160401;47.70;49.88;47.37;49.86;7545809;365486048.00
20160405;48.65;50.99;48.65;49.96;8797907;436056032.00
20160406;49.50;52.70;49.15;52.10;9635356;486333696.00
20160407;53.81;54.90;52.01;52.45;17257165;924880384.00
20160408;52.30;54.00;48.99;52.22;12669102;650567424.00
20160411;52.06;54.08;50.52;53.21;13318367;701458880.00
20160412;52.45;52.87;48.00;50.32;11589571;580178112.00
